time,a,b,C,t,a_after,b_after
,,,,134829,,
,,,,134830,,
,,,,134831,80,25
,,,,134832,,
,,,,134833,,
,,,,134834,,
,,,,134835,,
,,,,134836,80.3,25
,,,,134837,,
,,,,134838,,
,,,,134839,,
,,,,134840,,
,,,,134841,80,25
,,,,134842,,
,,,,134843,,
,,,,134844,,
,,,,134845,,
,,,,134846,80.3,24.95
,,,,134847,,
,,,,134848,,
,,,,134849,,
,,,,134850,,
,,,,134851,80.3,25
,,,,134852,,
,,,,134853,,
,,,,134854,,
,,,,134855,,
,,,,134856,79.9,24.94
,,,,134857,,
,,,,134858,,
,,,,134859,,
,,,,134860,,
,,,,134861,79.2,25
,,,,134862,,
,,,,134863,,
,,,,134864,,
,,,,134865,,
,,,,134866,80.2,24.94
,,,,134867,,
,,,,134868,,
,,,,134869,,
,,,,134870,,
,,,,134871,80.3,25
,,,,134872,,
,,,,134873,,
,,,,134874,,
,,,,134875,,
,,,,134876,80.3,25
,,,,134877,,
,,,,134878,,
,,,,134879,,
,,,,134880,,
,,,,134881,79.6,24.96
,,,,134882,,
,,,,134883,,
,,,,134884,,
,,,,134885,,
,,,,134886,79.4,25
,,,,134887,,
,,,,134888,,
,,,,134889,,
,,,,134890,,
,,,,134891,80,25
,,,,134892,,
,,,,134893,,
,,,,134894,,
,,,,134895,,
,,,,134896,80,25
,,,,134897,,
,,,,134898,,
,,,,134899,,
,,,,134900,,
,,,,134901,80,25
,,,,134902,,
,,,,134903,,
,,,,134904,,
,,,,134905,,
,,,,134906,79,25
,,,,134907,,
,,,,134908,,
,,,,134909,,
,,,,134910,,
,,,,134911,79.3,25
,,,,134912,,
,,,,134913,,
,,,,134914,,
,,,,134915,,
,,,,134916,80,25
,,,,134917,,
,,,,134918,,
,,,,134919,,
,,,,134920,,
,,,,134921,79.1,24.94
,,,,134922,,
,,,,134923,,
,,,,134924,,
,,,,134925,,
,,,,134926,80,25
,,,,134927,,
,,,,134928,,
,,,,134929,,
,,,,134930,,
,,,,134931,79.7,25
,,,,134932,,
,,,,134933,,
,,,,134934,,
,,,,134935,,
,,,,134936,80,25
,,,,134937,,
,,,,134938,,
,,,,134939,,
,,,,134940,,
,,,,134941,78.9,24.95
,,,,134942,,
,,,,134943,,
,,,,134944,,
,,,,134945,,
,,,,134946,79.3,25
,,,,134947,,
,,,,134948,,
,,,,134949,,
,,,,134950,,
,,,,134951,79.9,24.95
,,,,134952,,
,,,,134953,,
,,,,134954,,
,,,,134955,,
,,,,134956,80.3,25
,,,,134957,,
,,,,134958,,
,,,,134959,,
,,,,134960,,
,,,,134961,80.1,24.95
,,,,134962,,
,,,,134963,,
,,,,134964,,
,,,,134965,,
,,,,134966,80.1,25
,,,,134967,,
,,,,134968,,
,,,,134969,,
,,,,134970,,
,,,,134971,80,25
,,,,134972,,
,,,,134973,,
,,,,134974,,
,,,,134975,,
,,,,134976,80,25
,,,,134977,,
,,,,134978,,
,,,,134979,,
,,,,134980,,
,,,,134981,79,25
,,,,134982,,
,,,,134983,,
,,,,134984,,
,,,,134985,,
,,,,134986,81.2,25
,,,,134987,,
,,,,134988,,
,,,,134989,,
,,,,134990,,
,,,,134991,80,25
,,,,134992,,
,,,,134993,,
,,,,134994,,
,,,,134995,,
,,,,134996,79.2,25
,,,,134997,,
,,,,134998,,
,,,,134999,,
,,,,135000,,
,,,,135001,80.2,24.97
,,,,135002,,
,,,,135003,,
,,,,135004,,
,,,,135005,,
,,,,135006,80,25
,,,,135007,,
,,,,135008,,
,,,,135009,,
,,,,135010,,
,,,,135011,80,25
,,,,135012,,
,,,,135013,,
,,,,135014,,
,,,,135015,,
,,,,135016,79.3,25
,,,,135017,,
,,,,135018,,
,,,,135019,,
,,,,135020,,
,,,,135021,79.4,25
,,,,135022,,
,,,,135023,,
,,,,135024,,
,,,,135025,,
,,,,135026,80,25
,,,,135027,,
,,,,135028,,
,,,,135029,,
,,,,135030,,
,,,,135031,80.2,25
,,,,135032,,
,,,,135033,,
,,,,135034,,
,,,,135035,,
,,,,135036,79.8,25
,,,,135037,,
,,,,135038,,
,,,,135039,,
,,,,135040,,
,,,,135041,80.6,25
,,,,135042,,
,,,,135043,,
,,,,135044,,
,,,,135045,,
,,,,135046,79.9,25
,,,,135047,,
,,,,135048,,
,,,,135049,,
,,,,135050,,
,,,,135051,79,25
,,,,135052,,
,,,,135053,,
,,,,135054,,
,,,,135055,,
,,,,135056,79,25
,,,,135057,,
,,,,135058,,
,,,,135059,,
,,,,135060,,
,,,,135061,79.9,24.96
,,,,135062,,
,,,,135063,,
,,,,135064,,
,,,,135065,,
,,,,135066,79,25
,,,,135067,,
,,,,135068,,
,,,,135069,,
,,,,135070,,
,,,,135071,79.7,25
,,,,135072,,
,,,,135073,,
,,,,135074,,
,,,,135075,,
,,,,135076,80,25
,,,,135077,,
,,,,135078,,
,,,,135079,,
,,,,135080,,
,,,,135081,80,25
,,,,135082,,
,,,,135083,,
,,,,135084,,
,,,,135085,,
,,,,135086,80,25
,,,,135087,,
,,,,135088,,
,,,,135089,,
,,,,135090,,
,,,,135091,80,25
,,,,135092,,
,,,,135093,,
,,,,135094,,
,,,,135095,,
,,,,135096,80,25
,,,,135097,,
,,,,135098,,
,,,,135099,,
,,,,135100,,
,,,,135101,80.5,25
,,,,135102,,
,,,,135103,,
,,,,135104,,
,,,,135105,,
,,,,135106,80,25
,,,,135107,,
,,,,135108,,
,,,,135109,,
,,,,135110,,
,,,,135111,80.9,25
,,,,135112,,
,,,,135113,,
,,,,135114,,
,,,,135115,,
,,,,135116,81,25
,,,,135117,,
,,,,135118,,
,,,,135119,,
,,,,135120,,
,,,,135121,80,24.96
,,,,135122,,
,,,,135123,,
,,,,135124,,
,,,,135125,,
,,,,135126,79,25
,,,,135127,,
,,,,135128,,
,,,,135129,,
,,,,135130,,
,,,,135131,80.4,25
,,,,135132,,
,,,,135133,,
,,,,135134,,
,,,,135135,,
,,,,135136,79,25
,,,,135137,,
,,,,135138,,
,,,,135139,,
,,,,135140,,
,,,,135141,79.6,25
,,,,135142,,
,,,,135143,,
,,,,135144,,
,,,,135145,,
,,,,135146,80.1,25
,,,,135147,,
,,,,135148,,
,,,,135149,,
,,,,135150,,
,,,,135151,80,25
,,,,135152,,
,,,,135153,,
,,,,135154,,
,,,,135155,,
,,,,135156,80.8,25
,,,,135157,,
,,,,135158,,
,,,,135159,,
,,,,135160,,
,,,,135161,79,25
,,,,135162,,
,,,,135163,,
,,,,135164,,
,,,,135165,,
,,,,135166,79,25
,,,,135167,,
,,,,135168,,
,,,,135169,,
,,,,135170,,
,,,,135171,80.1,25
,,,,135172,,
,,,,135173,,
,,,,135174,,
,,,,135175,,
,,,,135176,79.4,25
,,,,135177,,
,,,,135178,,
,,,,135179,,
,,,,135180,,
,,,,135181,79,24.96
,,,,135182,,
,,,,135183,,
,,,,135184,,
,,,,135185,,
,,,,135186,79.4,25
,,,,135187,,
,,,,135188,,
,,,,135189,,
,,,,135190,,
,,,,135191,80,25
,,,,135192,,
,,,,135193,,
,,,,135194,,
,,,,135195,,
,,,,135196,80,25
,,,,135197,,
,,,,135198,,
,,,,135199,,
,,,,135200,,
,,,,135201,80,25
,,,,135202,,
,,,,135203,,
,,,,135204,,
,,,,135205,,
,,,,135206,79.5,25
,,,,135207,,
,,,,135208,,
,,,,135209,,
,,,,135210,,
,,,,135211,80,25
,,,,135212,,
,,,,135213,,
,,,,135214,,
,,,,135215,,
,,,,135216,80.2,25
,,,,135217,,
,,,,135218,,
,,,,135219,,
,,,,135220,,
,,,,135221,80,25
,,,,135222,,
,,,,135223,,
,,,,135224,,
,,,,135225,,
,,,,135226,80.1,25
,,,,135227,,
,,,,135228,,
,,,,135229,,
,,,,135230,,
,,,,135231,79.8,25
,,,,135232,,
,,,,135233,,
,,,,135234,,
,,,,135235,,
,,,,135236,80,24.98
,,,,135237,,
,,,,135238,,
,,,,135239,,
,,,,135240,,
,,,,135241,79.9,24.96
,,,,135242,,
,,,,135243,,
,,,,135244,,
,,,,135245,,
,,,,135246,79.8,25
,,,,135247,,
,,,,135248,,
,,,,135249,,
,,,,135250,,
,,,,135251,80.8,25
,,,,135252,,
,,,,135253,,
,,,,135254,,
,,,,135255,,
,,,,135256,80,25
,,,,135257,,
,,,,135258,,
,,,,135259,,
,,,,135260,,
,,,,135261,79.8,25
,,,,135262,,
,,,,135263,,
,,,,135264,,
,,,,135265,,
,,,,135266,80,25
,,,,135267,,
,,,,135268,,
,,,,135269,,
,,,,135270,,
,,,,135271,80.2,25
,,,,135272,,
,,,,135273,,
,,,,135274,,
,,,,135275,,
,,,,135276,79,25
,,,,135277,,
,,,,135278,,
,,,,135279,,
,,,,135280,,
,,,,135281,79.9,25
,,,,135282,,
,,,,135283,,
,,,,135284,,
,,,,135285,,
,,,,135286,80,25
,,,,135287,,
,,,,135288,,
,,,,135289,,
,,,,135290,,
,,,,135291,80.2,25
,,,,135292,,
,,,,135293,,
,,,,135294,,
,,,,135295,,
,,,,135296,80,25
,,,,135297,,
,,,,135298,,
,,,,135299,,
,,,,135300,,
,,,,135301,79.3,24.96
,,,,135302,,
,,,,135303,,
,,,,135304,,
,,,,135305,,
,,,,135306,80,25
,,,,135307,,
,,,,135308,,
,,,,135309,,
,,,,135310,,
,,,,135311,79.4,25
,,,,135312,,
,,,,135313,,
,,,,135314,,
,,,,135315,,
,,,,135316,79.1,25
,,,,135317,,
,,,,135318,,
,,,,135319,,
,,,,135320,,
,,,,135321,79.4,25
,,,,135322,,
,,,,135323,,
,,,,135324,,
,,,,135325,,
,,,,135326,80.2,25
,,,,135327,,
,,,,135328,,
,,,,135329,,
,,,,135330,,
,,,,135331,80.2,25
,,,,135332,,
,,,,135333,,
,,,,135334,,
,,,,135335,,
,,,,135336,80.2,25
,,,,135337,,
,,,,135338,,
,,,,135339,,
,,,,135340,,
,,,,135341,80,25
,,,,135342,,
,,,,135343,,
,,,,135344,,
,,,,135345,,
,,,,135346,79.6,25
,,,,135347,,
,,,,135348,,
,,,,135349,,
,,,,135350,,
,,,,135351,80,25
,,,,135352,,
,,,,135353,,
,,,,135354,,
,,,,135355,,
,,,,135356,80,25
,,,,135357,,
,,,,135358,,
,,,,135359,,
,,,,135360,,
,,,,135361,79.4,24.96
,,,,135362,,
,,,,135363,,
,,,,135364,,
,,,,135365,,
,,,,135366,79,25
,,,,135367,,
,,,,135368,,
,,,,135369,,
,,,,135370,,
,,,,135371,81,25
,,,,135372,,
,,,,135373,,
,,,,135374,,
,,,,135375,,
,,,,135376,79.5,25
,,,,135377,,
,,,,135378,,
,,,,135379,,
,,,,135380,,
,,,,135381,80.2,25
,,,,135382,,
,,,,135383,,
,,,,135384,,
,,,,135385,,
,,,,135386,79.6,25
,,,,135387,,
,,,,135388,,
,,,,135389,,
,,,,135390,,
,,,,135391,80.4,25
,,,,135392,,
,,,,135393,,
,,,,135394,,
,,,,135395,,
,,,,135396,79.1,25
,,,,135397,,
,,,,135398,,
,,,,135399,,
,,,,135400,,
,,,,135401,79.5,25
,,,,135402,,
,,,,135403,,
,,,,135404,,
,,,,135405,,
,,,,135406,79.2,25
,,,,135407,,
,,,,135408,,
,,,,135409,,
,,,,135410,,
,,,,135411,80.8,25
,,,,135412,,
,,,,135413,,
,,,,135414,,
,,,,135415,,
,,,,135416,80,25
,,,,135417,,
,,,,135418,,
,,,,135419,,
,,,,135420,,
,,,,135421,79.4,24.95
,,,,135422,,
,,,,135423,,
,,,,135424,,
,,,,135425,,
,,,,135426,80,25
,,,,135427,,
,,,,135428,,
,,,,135429,,
,,,,135430,,
,,,,135431,80,25
,,,,135432,,
,,,,135433,,
,,,,135434,,
,,,,135435,,
,,,,135436,80.3,25
,,,,135437,,
,,,,135438,,
,,,,135439,,
,,,,135440,,
,,,,135441,80,25
,,,,135442,,
,,,,135443,,
,,,,135444,,
,,,,135445,,
,,,,135446,79.6,25
,,,,135447,,
,,,,135448,,
,,,,135449,,
,,,,135450,,
,,,,135451,79,25
,,,,135452,,
,,,,135453,,
,,,,135454,,
,,,,135455,,
,,,,135456,79.8,24.97
,,,,135457,,
,,,,135458,,
,,,,135459,,
,,,,135460,,
,,,,135461,80,25
,,,,135462,,
,,,,135463,,
,,,,135464,,
,,,,135465,,
,,,,135466,79.4,25
,,,,135467,,
,,,,135468,,
,,,,135469,,
,,,,135470,,
,,,,135471,80,25
,,,,135472,,
,,,,135473,,
,,,,135474,,
,,,,135475,,
,,,,135476,79.6,25
,,,,135477,,
,,,,135478,,
,,,,135479,,
,,,,135480,,
,,,,135481,80.1,24.95
,,,,135482,,
,,,,135483,,
,,,,135484,,
,,,,135485,,
,,,,135486,80.5,25
,,,,135487,,
,,,,135488,,
,,,,135489,,
,,,,135490,,
,,,,135491,79.9,24.96
,,,,135492,,
,,,,135493,,
,,,,135494,,
,,,,135495,,
,,,,135496,80,25
,,,,135497,,
,,,,135498,,
,,,,135499,,
,,,,135500,,
,,,,135501,79.5,25
,,,,135502,,
,,,,135503,,
,,,,135504,,
,,,,135505,,
,,,,135506,80,25
,,,,135507,,
,,,,135508,,
,,,,135509,,
,,,,135510,,
,,,,135511,79.5,25
,,,,135512,,
,,,,135513,,
,,,,135514,,
,,,,135515,,
,,,,135516,80.5,25
,,,,135517,,
,,,,135518,,
,,,,135519,,
,,,,135520,,
,,,,135521,79.8,25
,,,,135522,,
,,,,135523,,
,,,,135524,,
,,,,135525,,
,,,,135526,80,25
,,,,135527,,
,,,,135528,,
,,,,135529,,
,,,,135530,,
,,,,135531,80.7,25
,,,,135532,,
,,,,135533,,
,,,,135534,,
,,,,135535,,
,,,,135536,81,25
,,,,135537,,
,,,,135538,,
,,,,135539,,
,,,,135540,,
,,,,135541,80,24.96
,,,,135542,,
,,,,135543,,
,,,,135544,,
,,,,135545,,
,,,,135546,80,25
,,,,135547,,
,,,,135548,,
,,,,135549,,
,,,,135550,,
,,,,135551,80.4,25
,,,,135552,,
,,,,135553,,
,,,,135554,,
,,,,135555,,
,,,,135556,81,25
,,,,135557,,
,,,,135558,,
,,,,135559,,
,,,,135560,,
,,,,135561,79.8,25
,,,,135562,,
,,,,135563,,
,,,,135564,,
,,,,135565,,
,,,,135566,79.9,25
,,,,135567,,
,,,,135568,,
,,,,135569,,
,,,,135570,,
,,,,135571,79.6,24.94
,,,,135572,,
,,,,135573,,
,,,,135574,,
,,,,135575,,
,,,,135576,79.3,24.97
,,,,135577,,
,,,,135578,,
,,,,135579,,
,,,,135580,,
,,,,135581,80.5,24.95
,,,,135582,,
,,,,135583,,
,,,,135584,,
,,,,135585,,
,,,,135586,80.5,24.96
,,,,135587,,
,,,,135588,,
,,,,135589,,
,,,,135590,,
,,,,135591,79.8,25
,,,,135592,,
,,,,135593,,
,,,,135594,,
,,,,135595,,
,,,,135596,80,25
,,,,135597,,
,,,,135598,,
,,,,135599,,
,,,,135600,,
,,,,135601,80,24.96
,,,,135602,,
,,,,135603,,
,,,,135604,,
,,,,135605,,
,,,,135606,80.5,25
,,,,135607,,
,,,,135608,,
,,,,135609,,
,,,,135610,,
,,,,135611,80,25
,,,,135612,,
,,,,135613,,
,,,,135614,,
,,,,135615,,
,,,,135616,79.6,25
,,,,135617,,
,,,,135618,,
,,,,135619,,
,,,,135620,,
,,,,135621,79,25
,,,,135622,,
,,,,135623,,
,,,,135624,,
,,,,135625,,
,,,,135626,78.5,24.97
,,,,135627,,
,,,,135628,,
,,,,135629,,
,,,,135630,,
,,,,135631,79,25
,,,,135632,,
,,,,135633,,
,,,,135634,,
,,,,135635,,
,,,,135636,78.6,25
,,,,135637,,
,,,,135638,,
,,,,135639,,
,,,,135640,,
,,,,135641,79.8,24.97
,,,,135642,,
,,,,135643,,
,,,,135644,,
,,,,135645,,
,,,,135646,79.4,25
,,,,135647,,
,,,,135648,,
,,,,135649,,
,,,,135650,,
,,,,135651,80.2,24.95
,,,,135652,,
,,,,135653,,
,,,,135654,,
,,,,135655,,
,,,,135656,79.7,25
,,,,135657,,
,,,,135658,,
,,,,135659,,
,,,,135660,,
,,,,135661,80.4,24.95
,,,,135662,,
,,,,135663,,
,,,,135664,,
,,,,135665,,
,,,,135666,79.5,25
,,,,135667,,
,,,,135668,,
,,,,135669,,
,,,,135670,,
,,,,135671,79.8,25
,,,,135672,,
,,,,135673,,
,,,,135674,,
,,,,135675,,
,,,,135676,80,25
,,,,135677,,
,,,,135678,,
,,,,135679,,
,,,,135680,,
,,,,135681,80,25
,,,,135682,,
,,,,135683,,
,,,,135684,,
,,,,135685,,
,,,,135686,79,25
,,,,135687,,
,,,,135688,,
,,,,135689,,
,,,,135690,,
,,,,135691,80.8,24.96
,,,,135692,,
,,,,135693,,
,,,,135694,,
,,,,135695,,
,,,,135696,80,25
,,,,135697,,
,,,,135698,,
,,,,135699,,
,,,,135700,,
,,,,135701,78.9,25
,,,,135702,,
,,,,135703,,
,,,,135704,,
,,,,135705,,
,,,,135706,79,25
,,,,135707,,
,,,,135708,,
,,,,135709,,
,,,,135710,,
,,,,135711,80,25
,,,,135712,,
,,,,135713,,
,,,,135714,,
,,,,135715,,
,,,,135716,78,25
,,,,135717,,
,,,,135718,,
,,,,135719,,
,,,,135720,,
,,,,135721,79.5,24.96
,,,,135722,,
,,,,135723,,
,,,,135724,,
,,,,135725,,
,,,,135726,79.6,25.06
,,,,135727,,
,,,,135728,,
,,,,135729,,
,,,,135730,,
,,,,135731,79.4,25
,,,,135732,,
,,,,135733,,
,,,,135734,,
,,,,135735,,
,,,,135736,79.4,25
,,,,135737,,
,,,,135738,,
,,,,135739,,
,,,,135740,,
,,,,135741,80.2,25
,,,,135742,,
,,,,135743,,
,,,,135744,,
,,,,135745,,
,,,,135746,80,25.06
,,,,135747,,
,,,,135748,,
,,,,135749,,
,,,,135750,,
,,,,135751,81.3,25
,,,,135752,,
,,,,135753,,
,,,,135754,,
,,,,135755,,
,,,,135756,78.8,25.08
,,,,135757,,
,,,,135758,,
,,,,135759,,
,,,,135760,,
,,,,135761,79.9,25.07
,,,,135762,,
,,,,135763,,
,,,,135764,,
,,,,135765,,
,,,,135766,79,25
,,,,135767,,
,,,,135768,,
,,,,135769,,
,,,,135770,,
,,,,135771,78.6,25
,,,,135772,,
,,,,135773,,
,,,,135774,,
,,,,135775,,
,,,,135776,80,25
,,,,135777,,
,,,,135778,,
,,,,135779,,
,,,,135780,,
,,,,135781,80.6,25.05
,,,,135782,,
,,,,135783,,
,,,,135784,,
,,,,135785,,
,,,,135786,80,25
,,,,135787,,
,,,,135788,,
,,,,135789,,
,,,,135790,,
,,,,135791,80.6,25
,,,,135792,,
,,,,135793,,
,,,,135794,,
,,,,135795,,
,,,,135796,80,25
,,,,135797,,
,,,,135798,,
,,,,135799,,
,,,,135800,,
,,,,135801,79.7,25
,,,,135802,,
,,,,135803,,
,,,,135804,,
,,,,135805,,
,,,,135806,80,25
,,,,135807,,
,,,,135808,,
,,,,135809,,
,,,,135810,,
,,,,135811,81,25
,,,,135812,,
,,,,135813,,
,,,,135814,,
,,,,135815,,
,,,,135816,80.1,25
,,,,135817,,
,,,,135818,,
,,,,135819,,
,,,,135820,,
,,,,135821,79,25
,,,,135822,,
,,,,135823,,
,,,,135824,,
,,,,135825,,
,,,,135826,79,25
,,,,135827,,
,,,,135828,,
,,,,135829,,
,,,,135830,,
,,,,135831,79.3,25
,,,,135832,,
,,,,135833,,
,,,,135834,,
,,,,135835,,
,,,,135836,80.2,25
,,,,135837,,
,,,,135838,,
,,,,135839,,
,,,,135840,,
,,,,135841,81.1,25.08
,,,,135842,,
,,,,135843,,
,,,,135844,,
,,,,135845,,
,,,,135846,80.3,25
,,,,135847,,
,,,,135848,,
,,,,135849,,
,,,,135850,,
,,,,135851,80,25
,,,,135852,,
,,,,135853,,
,,,,135854,,
,,,,135855,,
,,,,135856,79.3,25.06
,,,,135857,,
,,,,135858,,
,,,,135859,,
,,,,135860,,
,,,,135861,81,25
,,,,135862,,
,,,,135863,,
,,,,135864,,
,,,,135865,,
,,,,135866,79.5,25
,,,,135867,,
,,,,135868,,
,,,,135869,,
,,,,135870,,
,,,,135871,79,25
,,,,135872,,
,,,,135873,,
,,,,135874,,
,,,,135875,,
,,,,135876,80.5,25
,,,,135877,,
,,,,135878,,
,,,,135879,,
,,,,135880,,
,,,,135881,79,25
,,,,135882,,
,,,,135883,,
,,,,135884,,
,,,,135885,,
,,,,135886,80.8,25
,,,,135887,,
,,,,135888,,
,,,,135889,,
,,,,135890,,
,,,,135891,79.1,25
,,,,135892,,
,,,,135893,,
,,,,135894,,
,,,,135895,,
,,,,135896,79.4,25
,,,,135897,,
,,,,135898,,
,,,,135899,,
,,,,135900,,
,,,,135901,80.7,25.06
,,,,135902,,
,,,,135903,,
,,,,135904,,
,,,,135905,,
,,,,135906,80.4,25
,,,,135907,,
,,,,135908,,
,,,,135909,,
,,,,135910,,
,,,,135911,79.9,25
,,,,135912,,
,,,,135913,,
,,,,135914,,
,,,,135915,,
,,,,135916,80,25
,,,,135917,,
,,,,135918,,
,,,,135919,,
,,,,135920,,
,,,,135921,79.5,25
,,,,135922,,
,,,,135923,,
,,,,135924,,
,,,,135925,,
,,,,135926,79,25
,,,,135927,,
,,,,135928,,
,,,,135929,,
,,,,135930,,
,,,,135931,79.4,25
,,,,135932,,
,,,,135933,,
,,,,135934,,
,,,,135935,,
,,,,135936,80,25
,,,,135937,,
,,,,135938,,
,,,,135939,,
,,,,135940,,
,,,,135941,81,25
,,,,135942,,
,,,,135943,,
,,,,135944,,
,,,,135945,,
,,,,135946,79,25
,,,,135947,,
,,,,135948,,
,,,,135949,,
,,,,135950,,
,,,,135951,79.8,25
,,,,135952,,
,,,,135953,,
,,,,135954,,
,,,,135955,,
,,,,135956,80,25
,,,,135957,,
,,,,135958,,
,,,,135959,,
,,,,135960,,
,,,,135961,79.3,25.06
,,,,135962,,
,,,,135963,,
,,,,135964,,
,,,,135965,,
,,,,135966,80.2,25
,,,,135967,,
,,,,135968,,
,,,,135969,,
,,,,135970,,
,,,,135971,79.4,25
,,,,135972,,
,,,,135973,,
,,,,135974,,
,,,,135975,,
,,,,135976,80.2,25.08
,,,,135977,,
,,,,135978,,
,,,,135979,,
,,,,135980,,
,,,,135981,80.2,25
,,,,135982,,
,,,,135983,,
,,,,135984,,
,,,,135985,,
,,,,135986,79.5,25
,,,,135987,,
,,,,135988,,
,,,,135989,,
,,,,135990,,
,,,,135991,79.4,25
,,,,135992,,
,,,,135993,,
,,,,135994,,
,,,,135995,,
,,,,135996,78.5,25
,,,,135997,,
,,,,135998,,
,,,,135999,,
,,,,136000,,
,,,,136001,80,25
,,,,136002,,
,,,,136003,,
,,,,136004,,
,,,,136005,,
,,,,136006,80.2,25
,,,,136007,,
,,,,136008,,
,,,,136009,,
,,,,136010,,
,,,,136011,80,25
,,,,136012,,
,,,,136013,,
,,,,136014,,
,,,,136015,,
,,,,136016,80,25
,,,,136017,,
,,,,136018,,
,,,,136019,,
,,,,136020,,
,,,,136021,79.8,25.06
,,,,136022,,
,,,,136023,,
,,,,136024,,
,,,,136025,,
,,,,136026,80,25
,,,,136027,,
,,,,136028,,
,,,,136029,,
,,,,136030,,
,,,,136031,79.8,25
,,,,136032,,
,,,,136033,,
,,,,136034,,
,,,,136035,,
,,,,136036,80,25
,,,,136037,,
,,,,136038,,
,,,,136039,,
,,,,136040,,
,,,,136041,79.5,25
,,,,136042,,
,,,,136043,,
,,,,136044,,
,,,,136045,,
,,,,136046,80,25
,,,,136047,,
,,,,136048,,
,,,,136049,,
,,,,136050,,
,,,,136051,79.5,25
,,,,136052,,
,,,,136053,,
,,,,136054,,
,,,,136055,,
,,,,136056,79.9,25
,,,,136057,,
,,,,136058,,
,,,,136059,,
,,,,136060,,
,,,,136061,79.4,25
,,,,136062,,
,,,,136063,,
,,,,136064,,
,,,,136065,,
,,,,136066,79.1,25
,,,,136067,,
,,,,136068,,
,,,,136069,,
,,,,136070,,
,,,,136071,79.2,25
,,,,136072,,
,,,,136073,,
,,,,136074,,
,,,,136075,,
,,,,136076,79.9,25
,,,,136077,,
,,,,136078,,
,,,,136079,,
,,,,136080,,
,,,,136081,79.8,25.06
,,,,136082,,
,,,,136083,,
,,,,136084,,
,,,,136085,,
,,,,136086,80.4,25
,,,,136087,,
,,,,136088,,
,,,,136089,,
,,,,136090,,
,,,,136091,80.5,25.06
,,,,136092,,
,,,,136093,,
,,,,136094,,
,,,,136095,,
,,,,136096,80.9,25
,,,,136097,,
,,,,136098,,
,,,,136099,,
,,,,136100,,
,,,,136101,80,25
,,,,136102,,
,,,,136103,,
,,,,136104,,
,,,,136105,,
,,,,136106,81,25
,,,,136107,,
,,,,136108,,
,,,,136109,,
,,,,136110,,
,,,,136111,79,25
,,,,136112,,
,,,,136113,,
,,,,136114,,
,,,,136115,,
,,,,136116,80,25
,,,,136117,,
,,,,136118,,
,,,,136119,,
,,,,136120,,
,,,,136121,80,25
,,,,136122,,
,,,,136123,,
,,,,136124,,
,,,,136125,,
,,,,136126,79.4,25
,,,,136127,,
,,,,136128,,
,,,,136129,,
,,,,136130,,
,,,,136131,79.4,25.06
,,,,136132,,
,,,,136133,,
,,,,136134,,
,,,,136135,,
,,,,136136,78.8,25.06
,,,,136137,,
,,,,136138,,
,,,,136139,,
,,,,136140,,
,,,,136141,80.4,25.06
,,,,136142,,
,,,,136143,,
,,,,136144,,
,,,,136145,,
,,,,136146,80.3,25
,,,,136147,,
,,,,136148,,
,,,,136149,,
,,,,136150,,
,,,,136151,81.1,25.06
,,,,136152,,
,,,,136153,,
,,,,136154,,
,,,,136155,,
,,,,136156,80,25
,,,,136157,,
,,,,136158,,
,,,,136159,,
,,,,136160,,
,,,,136161,80.8,25
,,,,136162,,
,,,,136163,,
,,,,136164,,
,,,,136165,,
,,,,136166,80.6,25.07
,,,,136167,,
,,,,136168,,
,,,,136169,,
,,,,136170,,
,,,,136171,79.8,25
,,,,136172,,
,,,,136173,,
,,,,136174,,
,,,,136175,,
,,,,136176,79,25
,,,,136177,,
,,,,136178,,
,,,,136179,,
,,,,136180,,
,,,,136181,79.1,25
,,,,136182,,
,,,,136183,,
,,,,136184,,
,,,,136185,,
,,,,136186,81,25
,,,,136187,,
,,,,136188,,
,,,,136189,,
,,,,136190,,
,,,,136191,80.1,25
,,,,136192,,
,,,,136193,,
,,,,136194,,
,,,,136195,,
,,,,136196,80,25
,,,,136197,,
,,,,136198,,
,,,,136199,,
,,,,136200,,
,,,,136201,79.4,25.06
,,,,136202,,
,,,,136203,,
,,,,136204,,
,,,,136205,,
,,,,136206,80,25
,,,,136207,,
,,,,136208,,
,,,,136209,,
,,,,136210,,
,,,,136211,79,25
,,,,136212,,
,,,,136213,,
,,,,136214,,
,,,,136215,,
,,,,136216,79,25
,,,,136217,,
,,,,136218,,
,,,,136219,,
,,,,136220,,
,,,,136221,80.1,25
,,,,136222,,
,,,,136223,,
,,,,136224,,
,,,,136225,,
,,,,136226,80.2,25
,,,,136227,,
,,,,136228,,
,,,,136229,,
,,,,136230,,
,,,,136231,80.3,25
,,,,136232,,
,,,,136233,,
,,,,136234,,
,,,,136235,,
,,,,136236,79.9,25
,,,,136237,,
,,,,136238,,
,,,,136239,,
,,,,136240,,
,,,,136241,80.2,25
,,,,136242,,
,,,,136243,,
,,,,136244,,
,,,,136245,,
,,,,136246,80.6,25
,,,,136247,,
,,,,136248,,
,,,,136249,,
,,,,136250,,
,,,,136251,79.8,25
,,,,136252,,
,,,,136253,,
,,,,136254,,
,,,,136255,,
,,,,136256,79,25
,,,,136257,,
,,,,136258,,
,,,,136259,,
,,,,136260,,
,,,,136261,79.9,25.06
,,,,136262,,
,,,,136263,,
,,,,136264,,
,,,,136265,,
,,,,136266,80.1,25
,,,,136267,,
